Date,Close,High,Low,Open,Volume
8/16/2024,216.1199951,219.8000031,210.8000031,211.1499939,88765100
8/19/2024,222.7200012,222.9799957,214.0899963,217.0700073,76435200
8/20/2024,221.1000061,228.2200012,219.5599976,224.8800049,74001200
8/21/2024,223.2700043,224.6600037,218.8600006,222.6699982,70146000
8/22/2024,210.6600037,224.8000031,210.3200073,223.8200073,79514500
8/23/2024,220.3200073,221.4799957,214.2100067,214.4600067,81525200
8/26/2024,213.2100067,219.0899963,211.0099945,218.75,59301200
8/27/2024,209.2100067,215.6600037,206.9400024,213.25,62821400
8/28/2024,205.75,211.8399963,202.5899963,209.7200012,64116400
8/29/2024,206.2799988,214.8899994,205.9700012,209.8000031,62308800
8/30/2024,214.1100006,214.5700073,207.0299988,208.6300049,63370600
9/3/2024,210.6000061,219.8999939,209.6399994,215.2599945,76714200
9/4/2024,219.4100037,222.2200012,210.5700073,210.5899963,80651800
9/5/2024,230.1699982,235,222.25,223.4900055,119355000
9/6/2024,210.7299957,233.6000061,210.5099945,232.6000061,112177000
9/9/2024,216.2700043,219.8699951,213.6699982,216.1999969,67443500
9/10/2024,226.1699982,226.3999939,218.6399994,220.0700073,78891100
9/11/2024,228.1300049,228.4700012,216.8000031,224.5500031,83548600
9/12/2024,229.8099976,231.4499969,223.8300018,224.6600037,72020000
9/13/2024,230.2899933,232.6699982,226.3200073,228,59515100
9/16/2024,226.7799988,229.9600067,223.5299988,229.3000031,54323000
9/17/2024,227.8699951,234.5700073,226.5500031,229.4499969,66761600
9/18/2024,227.1999969,235.6799927,226.8800049,230.0899963,78010200
9/19/2024,243.9199982,244.2400055,232.1300049,234,102694600
9/20/2024,238.25,243.9900055,235.9199982,241.5200043,99879100
9/23/2024,250,250,241.9199982,242.6100006,86927200
9/24/2024,254.2700043,257.1900024,249.0500031,254.0800018,88491000
9/25/2024,257.019989,257.0499878,252.2799988,252.5399933,65034300
9/26/2024,254.2200012,261.75,251.5299988,260.6000061,67142200
9/27/2024,260.4599915,260.7000122,254.1199951,257.3800049,70988100
9/30/2024,261.6300049,264.8599854,255.7700043,259.0400085,80705700
10/1/2024,258.019989,263.980011,248.5299988,262.6700134,87397600
10/2/2024,249.0200043,251.1600037,241.5,247.5500031,93983900
10/3/2024,240.6600037,249.7899933,237.8099976,244.4799957,80729200
10/4/2024,250.0800018,250.9600067,244.5800018,246.6900024,86573200
10/7/2024,240.8300018,249.8300018,240.6999969,249,68113300
10/8/2024,244.5,246.2100067,240.5599976,243.5599976,56303200
10/9/2024,241.0500031,247.4299927,239.5099945,243.8200073,66289500
10/10/2024,238.7700043,242.7899933,232.3399963,241.8099976,83087100
10/11/2024,217.8000031,223.3399963,214.3800049,220.1300049,142628900
10/14/2024,219.1600037,221.9100037,213.7400055,220.1300049,86291900
10/15/2024,219.5700073,224.2599945,217.1199951,220.0099945,62988800
10/16/2024,221.3300018,222.8200073,218.9299927,221.3999939,49632800
10/17/2024,220.8899994,222.0800018,217.8999939,221.5899963,50791800
10/18/2024,220.6999969,222.2799988,219.2299957,220.7100067,49611900
10/21/2024,218.8500061,220.4799957,215.7299957,218.8999939,47329000
10/22/2024,217.9700012,218.2200012,215.2599945,217.3099976,43268700
10/23/2024,213.6499939,218.7200012,212.1100006,217.1300049,80938900
10/24/2024,260.480011,262.1199951,242.6499939,244.6799927,204491900
10/25/2024,269.1900024,269.4899902,255.3200073,256.0100098,161611900
10/28/2024,262.5100098,273.5400085,262.2399902,270,107653600
10/29/2024,259.519989,264.980011,255.5099945,264.5100098,80521800
10/30/2024,257.5499878,263.3500061,255.8200073,258.0400085,53993600
10/31/2024,249.8500061,259.75,249.25,257.9899902,66575300
11/1/2024,248.9799957,254,246.6300049,252.0399933,57544800
11/4/2024,242.8399963,248.8999939,238.8800049,244.5599976,68802400
11/5/2024,251.4400024,255.2799988,246.2100067,247.3399963,69282500
11/6/2024,288.5299988,289.5899963,275.6199951,284.6700134,165228700
11/7/2024,296.9100037,299.75,285.519989,288.8900146,117309200
11/8/2024,321.2200012,328.7099915,297.6600037,299.1400146,204782800
11/11/2024,350,358.6400146,336,346.2999878,210521600
11/12/2024,328.4899902,345.8399963,323.3099976,342.7399902,155726000
11/13/2024,330.2399902,344.6000061,322.5,335.8500061,125405600
11/14/2024,311.1799927,329.980011,310.3699951,327.6900024,120726100
11/15/2024,320.7200012,324.6799927,309.2200012,310.5700073,114440300
11/18/2024,338.7399902,348.5499878,330.0100098,340.730011,126547500
11/19/2024,346,347.3800049,332.75,335.7600098,88852500
11/20/2024,342.0299988,346.6000061,334.2999878,345,66340700
11/21/2024,339.6400146,347.9899902,335.2799988,343.8099976,58011700
11/22/2024,352.5599976,361.5299988,337.7000122,341.0899963,89140700
11/25/2024,338.5899963,361.9299927,338.2000122,360.1400146,95890900
11/26/2024,338.230011,346.9599915,335.6600037,341,62295900
11/27/2024,332.8900146,342.5499878,326.5899963,341.7999878,57896400
11/29/2024,345.1600037,345.4500122,334.6499939,336.0799866,37167600
12/2/2024,357.0899963,360,351.1499939,352.3800049,77986500
12/3/2024,351.4200134,355.6900024,348.2000122,351.7999878,58267200
12/4/2024,357.9299927,358.1000061,348.6000061,353,50810900
12/5/2024,369.4899902,375.4299927,359.5,359.8699951,81403600
12/6/2024,389.2200012,389.4899902,370.7999878,377.4200134,81455800
12/9/2024,389.7900085,404.7999878,378.0100098,397.6099854,96359200
12/10/2024,400.9899902,409.730011,390.8500061,392.6799927,97563600
12/11/2024,424.769989,424.8800049,402.3800049,409.7000122,104287600
12/12/2024,418.1000061,429.2999878,415,424.8399963,87752200
12/13/2024,436.230011,436.2999878,415.7099915,420,89000200
12/16/2024,463.019989,463.1900024,436.1499939,441.0899963,114083800
12/17/2024,479.8599854,483.9899902,457.5100098,475.8999939,131223000
12/18/2024,440.1300049,488.5400085,427.0100098,466.5,149340800
12/19/2024,436.1700134,456.3599854,420.019989,451.8800049,118566100
12/20/2024,421.0599976,447.0799866,417.6400146,425.5100098,132216200
12/23/2024,430.6000061,434.5100098,415.4100037,431,72698100
12/24/2024,462.2799988,462.7799988,435.1400146,435.8999939,59551800
12/26/2024,454.1300049,465.3299866,451.019989,465.1600037,76366400
12/27/2024,431.6600037,450,426.5,449.519989,82666800
12/30/2024,417.4100037,427,415.75,419.3999939,64941000
12/31/2024,403.8399963,427.9299927,402.5400085,423.7900085,76825100
1/2/2025,379.2799988,392.730011,373.0400085,390.1000061,109710700
1/3/2025,410.4400024,411.8800049,379.4500122,381.480011,95423300
1/6/2025,411.0499878,426.4299927,401.7000122,423.2000122,85516500
1/7/2025,394.3599854,414.3299866,390,405.8299866,75699500
1/8/2025,394.9400024,402.5,387.3999939,392.9500122,73038800
1/10/2025,394.7399902,399.2799988,377.2900085,391.3999939,62287300
1/13/2025,403.3099976,403.7900085,380.0700073,383.2099915,67580500
1/14/2025,396.3599854,422.6400146,394.5400085,414.3399963,84565000
1/15/2025,428.2200012,429.7999878,405.6600037,409.8999939,81375500
1/16/2025,413.8200073,424,409.1300049,423.4899902,68335200
1/17/2025,426.5,439.7399902,419.75,421.5,94991400
1/21/2025,424.0700073,433.2000122,406.3099976,432.6400146,87320900
1/22/2025,415.1099854,428,414.5899963,416.8099976,60963300
1/23/2025,412.3800049,420.730011,408.9500122,416.0599976,50690600
1/24/2025,406.5799866,418.8800049,405.7799988,414.4500122,56427100
1/27/2025,397.1499939,406.6900024,389,394.7999878,58125500
1/28/2025,398.0899963,400.5899963,386.5,396.9100037,48910700
1/29/2025,389.1000061,398.5899963,384.480011,395.2099915,68033600
1/30/2025,400.2799988,412.5,384.4100037,410.7799988,98092900
1/31/2025,404.6000061,419.9899902,401.3399963,401.5299988,83568200
2/3/2025,383.6799927,389.1700134,374.3599854,386.6799927,93732100
2/4/2025,392.2099915,394,381.3999939,382.6300049,57072200
2/5/2025,378.1700134,388.3900146,375.5299988,387.5100098,57223300
2/6/2025,374.3200073,375.3999939,363.1799927,373.0299988,77918200
2/7/2025,361.6199951,380.5499878,360.3399963,370.1900024,70298300
2/10/2025,350.730011,362.7000122,350.5100098,356.2099915,77514900
2/11/2025,328.5,349.3699951,325.1000061,345.7999878,118543400
2/12/2025,336.5100098,346.3999939,329.1199951,329.9400024,105382700
2/13/2025,355.9400024,358.6900024,342.8500061,345,89441500
2/14/2025,355.8399963,362,347.5,360.6199951,68277300
2/18/2025,354.1099854,359.1000061,350.019989,355.0100098,51631700
2/19/2025,360.5599976,367.3399963,353.6700134,354,67094400
2/20/2025,354.3999939,362.2999878,348,361.5100098,45965400
2/21/2025,337.7999878,354.980011,334.4200134,353.4400024,74058600
2/24/2025,330.5299988,342.3999939,324.7000122,338.1400146,76052300
2/25/2025,302.7999878,328.8900146,297.25,327.019989,134228800
2/26/2025,290.7999878,309,288.0400085,303.7099915,100118300
2/27/2025,281.9500122,297.230011,280.8800049,291.1600037,101748200
2/28/2025,292.980011,293.8800049,273.6000061,279.5,115697000
3/3/2025,284.6499939,303.9400024,277.2999878,300.3399963,115551400
3/4/2025,272.0400085,284.3500061,261.8399963,270.9299927,126706600
3/5/2025,279.1000061,279.5499878,267.7099915,272.9200134,94042900
3/6/2025,263.4500122,272.6499939,260.019989,272.0599976,98451600
3/7/2025,262.6700134,266.25,250.7299957,259.3200073,102369600
3/10/2025,222.1499939,253.3699951,220,252.5399933,189076900
3/11/2025,230.5800018,237.0599976,217.0200043,225.3099976,174896400
3/12/2025,248.0899963,251.8399963,241.1000061,247.2200012,142215700
3/13/2025,240.6799927,248.2899933,232.6000061,248.1300049,114813500
3/14/2025,249.9799957,251.5800018,240.7299957,247.3099976,100242300
3/17/2025,238.0099945,245.3999939,232.8000031,245.0599976,111900600
3/18/2025,225.3099976,230.1000061,222.2799988,228.1600037,111477600
3/19/2025,235.8600006,241.4100037,229.1999969,231.6100006,111993800
3/20/2025,236.2599945,238,230.0500031,233.3500061,99028300
3/21/2025,248.7100067,249.5200043,234.5500031,234.9900055,132211300
